ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
374;4;39;1;9991;0;1;140;1;1;37;141;192;129.7;0;0;0;;0;0;35;;0;5;8;5;12;0;0;5;9;5;12.85714286;0;13.9;-0.3;0.79;Graduate
375;2;39;1;9085;1;19;133.1;1;38;38;4;7;128.2;0;0;0;;0;0;31;;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
376;2;51;1;8014;0;19;133.1;1;37;37;9;9;104;0;0;1;;0;0;42;;5;11;14;10;11.9;0;5;11;14;10;12.8;0;11.1;0.6;2.02;Enrolled
378;1;1;1;9500;1;1;152;1;1;1;4;4;141;1;0;0;;0;1;18;;0;7;7;7;15.13571429;0;0;8;8;8;15.2875;0;12.4;0.5;1.79;Graduate
380;1;44;1;9085;1;39;140;1;37;38;5;6;140;1;0;0;;0;0;21;;2;6;16;5;12.66666667;0;1;6;15;2;13.5;0;16.2;0.3;-0.92;Enrolled
381;4;39;1;9500;1;19;133.1;1;38;19;5;7;140;0;0;0;;0;1;26;;0;7;13;5;12.74;0;0;8;12;6;10.97857143;0;16.2;0.3;-0.92;Dropout
382;1;43;1;9500;1;1;170;1;19;37;8;8;100;0;0;0;;0;0;20;;0;7;8;6;13.25;0;0;8;8;8;13.75;0;13.9;-0.3;0.79;Enrolled
383;1;1;1;9238;1;1;135;1;38;38;5;7;121;0;0;0;;0;0;19;;0;6;13;3;10.33333333;0;0;6;12;3;10.33333333;0;7.6;2.6;0.32;Enrolled
384;1;1;1;9853;1;1;125;1;19;19;5;5;117;0;0;0;;0;1;19;;0;6;7;6;13.42857143;0;0;6;6;6;13.16666667;0;15.5;2.8;-4.06;Graduate
385;1;53;1;9147;1;42;140;1;3;4;2;1;140.2;0;0;0;;0;0;20;;6;11;19;9;12.55555556;0;3;9;14;8;11.11111111;0;8.9;1.4;3.51;Graduate
386;1;1;1;9238;1;1;124;1;34;34;0;0;129.3;0;0;0;;0;0;19;;0;6;8;6;11.5;0;0;6;7;6;11.16666667;0;7.6;2.6;0.32;Graduate
387;1;1;1;9853;1;1;140;1;37;37;9;9;145.3;0;0;0;;0;0;18;;0;6;6;6;13.66666667;0;0;6;9;6;12.33333333;0;7.6;2.6;0.32;Graduate
388;1;39;1;9991;0;3;130;1;37;37;9;9;146.2;0;0;0;;0;0;28;;10;14;16;11;11.27272727;0;6;11;16;10;12;0;10.8;1.4;1.74;Graduate
389;1;17;1;9853;1;1;134;1;1;19;4;5;122.5;1;0;0;;0;0;22;;0;6;10;5;13.16666667;0;0;6;8;5;12.4;0;15.5;2.8;-4.06;Enrolled
390;1;44;1;8014;0;39;160;1;37;37;7;7;156.1;0;0;0;;0;1;21;;3;6;6;6;14.66666667;0;2;6;6;6;14.16666667;0;13.9;-0.3;0.79;Graduate
391;1;44;1;9085;1;39;140;1;4;38;4;5;140;1;0;0;;0;0;21;;0;6;11;4;12.75;0;0;6;19;1;11;0;12.4;0.5;1.79;Enrolled
392;1;39;1;9500;1;1;150;1;1;19;5;3;140;0;1;0;;0;0;26;;0;7;11;5;11.2;0;0;8;13;5;12.14;0;16.2;0.3;-0.92;Enrolled
395;1;17;2;9085;1;1;166;1;1;19;4;3;158.7;0;0;0;;0;0;18;;0;6;7;6;14.85714286;0;0;6;7;6;14;0;11.1;0.6;2.02;Graduate
396;1;1;4;9500;1;1;147;1;1;1;4;9;124.5;1;0;0;;0;1;19;;0;8;11;7;12.86;0;0;8;11;7;12.86;0;10.8;1.4;1.74;Graduate
397;1;51;1;9238;1;1;121;1;3;19;3;10;111.9;1;0;0;;0;0;20;;5;11;12;11;11.72727273;0;5;11;14;11;12;0;12.4;0.5;1.79;Graduate
398;1;44;1;9085;1;39;150;1;38;37;4;6;150;1;0;0;;0;1;22;;3;6;11;6;13.14285714;0;2;6;10;3;12;0;13.9;-0.3;0.79;Graduate
399;1;17;1;9670;1;1;124;1;37;19;5;8;114.2;1;0;1;;0;0;18;;0;6;6;5;11.8;0;0;6;9;4;13.71428571;0;10.8;1.4;1.74;Dropout
400;1;17;1;9147;1;1;96;1;38;37;6;4;96;1;0;0;;0;0;19;;0;5;10;3;10.66666667;0;0;5;9;0;0;3;16.2;0.3;-0.92;Dropout
401;1;17;4;9070;1;1;125;1;1;3;3;3;128.9;0;0;0;;0;1;18;;0;6;9;5;11.6;0;0;6;8;4;11.2;0;8.9;1.4;3.51;Enrolled
402;1;17;1;9254;1;1;136;1;37;37;7;7;121.7;1;0;0;;0;0;20;;0;6;13;3;10.33333333;0;0;6;12;3;10.33333333;0;10.8;1.4;1.74;Enrolled
403;1;1;1;9773;1;1;120;1;38;37;9;9;114.8;1;1;0;;0;0;19;;0;6;11;4;12.25;0;0;6;11;3;11;0;7.6;2.6;0.32;Enrolled
404;1;1;1;9254;1;1;128;1;19;38;9;9;127;0;0;0;;0;0;19;;0;6;6;6;12;0;0;6;7;4;12.75;0;12.4;0.5;1.79;Enrolled
405;1;17;1;9500;1;1;142;1;37;37;5;5;131.3;1;0;0;;0;0;19;;0;8;8;7;14.73142857;0;0;8;8;7;14.73142857;0;10.8;1.4;1.74;Graduate
406;1;1;1;171;1;1;135;1;1;19;3;9;137.1;1;0;0;;0;0;18;;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Graduate
407;1;7;1;9070;1;40;120;1;1;19;3;9;120;1;0;0;;0;0;21;;9;13;14;13;13.61538462;1;6;12;12;12;14.25;0;13.9;-0.3;0.79;Graduate
408;1;39;1;9991;0;40;140;1;1;19;9;9;139;0;0;0;;0;0;27;;0;5;5;5;15.8;0;0;5;5;5;14.8;0;8.9;1.4;3.51;Graduate
409;1;17;1;9238;1;1;135;1;1;19;4;4;129.1;0;0;0;;0;0;19;;0;6;6;6;14.66666667;0;0;6;7;6;14.57142857;0;15.5;2.8;-4.06;Graduate
410;4;39;1;9085;1;1;133.1;1;34;34;0;0;128.2;0;0;0;;0;0;25;;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
411;1;1;2;9500;1;1;137;1;19;19;7;7;120.8;1;0;0;;0;1;18;;0;8;8;7;14.65428571;0;0;8;8;7;14.65428571;0;10.8;1.4;1.74;Graduate
412;1;39;1;9500;1;3;122;1;19;1;4;8;135.8;0;0;0;;0;0;24;;0;8;8;7;12.40142857;0;0;8;8;7;12.40142857;0;10.8;1.4;1.74;Graduate
413;1;1;3;9500;1;1;128;1;1;1;4;10;118.9;1;0;0;;0;0;20;;0;7;8;7;11.5875;0;0;8;9;7;14.07142857;0;13.9;-0.3;0.79;Graduate
414;1;7;1;9991;0;40;140;1;37;37;6;6;140;0;0;0;;0;0;26;;3;5;5;5;14;0;1;5;5;5;15.6;0;12.4;0.5;1.79;Graduate
415;1;1;1;9238;1;1;132;1;1;38;9;7;127.1;1;0;0;;0;1;20;;0;6;9;6;12.33333333;0;0;6;6;6;11.83333333;0;8.9;1.4;3.51;Graduate
416;1;1;1;9085;1;1;131;1;37;37;90;90;137;0;0;0;;0;0;18;;0;5;5;5;14;0;0;5;6;5;15.4;0;7.6;2.6;0.32;Graduate
417;1;1;1;9085;1;1;126;1;1;1;9;9;127.4;1;0;0;;0;0;19;;0;6;13;6;15.23076923;0;0;6;10;6;12.375;0;15.5;2.8;-4.06;Graduate
418;1;1;1;9853;1;1;133.1;1;19;19;9;9;97;1;0;0;;0;0;23;;0;6;9;5;11.6;0;0;6;9;3;11;0;12.7;3.7;-1.7;Dropout
419;1;1;4;9500;1;1;136;1;37;37;9;9;126.3;1;0;0;;0;1;18;;0;7;7;6;11.6;0;0;7;7;6;11.6;0;7.6;2.6;0.32;Graduate
420;1;1;4;9500;1;1;140;1;1;19;4;5;127.5;0;0;0;;0;0;18;;0;7;0;0;0;0;0;8;0;0;0;0;12.7;3.7;-1.7;Dropout
421;1;1;1;9500;1;1;135;1;2;1;2;8;126.6;0;0;0;;0;1;19;;0;7;7;7;12.90142857;0;0;8;9;8;13.09444444;0;11.1;0.6;2.02;Graduate
422;1;42;1;9991;0;1;160;1;1;2;4;3;120;0;0;0;;0;0;30;;4;7;9;7;14.14285714;0;1;5;5;5;14.8;0;7.6;2.6;0.32;Graduate
423;1;44;1;9085;1;39;140;1;1;2;4;6;140;1;0;0;;0;0;29;;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
424;1;1;6;9500;1;1;140;1;3;1;3;3;131.5;1;0;0;;0;0;19;;0;8;8;8;13.25375;0;0;8;8;8;13.25375;0;9.4;-0.8;-3.12;Graduate
425;1;17;6;9556;1;1;115;1;19;2;5;3;112.2;1;0;0;;0;0;20;;0;7;7;7;13.78571429;0;0;8;8;8;14.1;0;12.4;0.5;1.79;Graduate
426;1;1;1;9500;1;1;144;1;37;37;9;3;150.5;0;0;0;;0;0;20;;0;7;7;6;13.91666667;0;0;7;7;6;13.91666667;0;7.6;2.6;0.32;Graduate
427;1;1;4;9670;1;1;128;1;38;38;3;7;121;1;0;0;;0;0;19;;0;6;8;6;13.5;0;0;6;9;6;13.57142857;0;11.1;0.6;2.02;Graduate
428;1;17;1;9147;1;1;116;1;38;2;9;2;112.2;1;0;0;;0;0;20;;0;5;8;3;11.33333333;0;0;5;12;2;10.66666667;0;10.8;1.4;1.74;Enrolled
429;3;1;2;9085;1;1;135;1;19;1;4;4;129.4;1;0;0;;0;0;21;;0;5;8;0;0;4;0;5;12;0;0;4;10.8;1.4;1.74;Dropout
430;1;17;1;9670;1;1;121;1;19;38;4;10;114.4;0;0;0;;0;0;19;;0;6;10;5;11.5;0;0;6;9;4;14.6;0;11.1;0.6;2.02;Graduate
431;1;1;3;9500;1;1;134;1;37;38;9;9;120.3;1;0;0;;0;1;18;;0;8;8;7;12.08285714;0;0;8;8;7;12.08285714;0;10.8;1.4;1.74;Graduate
432;1;39;1;8014;0;1;120;1;37;37;7;8;120;0;0;0;;0;1;27;;0;6;8;6;11.83333333;0;0;6;10;5;12.8;0;15.5;2.8;-4.06;Graduate
433;1;17;2;9147;1;1;125;1;38;38;6;8;114.5;1;0;0;;0;1;19;;0;5;6;5;13.4;0;0;5;5;5;12.4;0;12.4;0.5;1.79;Graduate
434;1;1;1;9500;1;1;141;1;1;1;90;3;127.8;0;0;0;;0;1;19;;0;7;7;0;0;2;0;7;7;0;0;2;7.6;2.6;0.32;Dropout
435;1;1;1;9773;1;1;140;1;1;19;4;8;124.6;1;0;0;;0;0;19;;0;6;7;5;14.2;0;0;6;7;6;14.57142857;0;15.5;2.8;-4.06;Graduate
436;1;1;6;9500;1;1;144;1;19;19;5;5;130.3;1;0;0;;0;1;18;;0;8;8;7;13.81428571;0;0;8;8;7;13.81428571;0;12.7;3.7;-1.7;Graduate
437;1;17;1;9254;1;1;122;1;19;19;5;5;118.2;0;0;0;;0;1;20;;0;6;10;4;11.25;0;0;6;6;6;10.5;0;12.4;0.5;1.79;Enrolled
438;1;1;1;9670;1;1;130;1;19;37;4;5;118.8;0;0;0;;0;1;18;;0;6;6;6;14.5;0;0;6;8;6;13.66666667;0;12.7;3.7;-1.7;Graduate
439;1;1;5;9670;1;1;133.1;1;9;1;2;4;133;1;0;0;;0;0;19;;0;6;0;0;0;0;0;6;0;0;0;0;7.6;2.6;0.32;Dropout
440;2;39;1;9500;1;19;133.1;1;37;37;9;9;129;1;0;0;;0;0;36;;0;7;7;6;11.3;0;0;7;7;6;11.3;0;7.6;2.6;0.32;Graduate
441;1;43;1;9556;1;1;147;1;3;4;3;2;100;0;0;0;;0;0;18;;0;2;2;0;0;0;0;4;4;1;16;0;10.8;1.4;1.74;Enrolled
442;1;43;1;9130;1;1;127;1;19;38;4;5;120.7;1;0;1;;0;0;18;;0;5;11;1;12;0;0;5;9;3;12;0;12.7;3.7;-1.7;Enrolled
443;1;17;6;9500;1;1;136;1;19;38;9;3;132.5;1;0;0;;0;0;19;;0;8;9;7;12.3;0;0;8;9;7;12.3;0;12.7;3.7;-1.7;Graduate
444;1;1;5;9500;1;1;127;1;19;19;7;8;120.3;1;0;0;;0;1;18;;0;8;8;7;12.69428571;0;0;8;8;7;12.69428571;0;10.8;1.4;1.74;Graduate
445;1;17;1;9670;1;1;123;1;19;19;1;1;114.6;0;0;0;;0;0;18;;0;5;5;4;11;0;0;5;5;4;11;0;9.4;-0.8;-3.12;Graduate
446;1;1;1;9238;1;1;128;1;37;19;9;3;116.5;1;0;0;;0;1;19;;0;6;6;6;13;0;0;6;6;6;14.16666667;0;12.4;0.5;1.79;Graduate
447;1;1;1;9500;1;1;128;1;3;1;2;1;127.8;0;0;0;;0;1;19;;0;7;8;7;14.4125;0;0;8;8;8;16.05;0;13.9;-0.3;0.79;Graduate
448;1;1;2;9500;1;1;140;1;1;19;7;7;129.9;1;0;0;;0;0;18;;0;7;8;7;12.92875;0;0;8;8;8;14.0625;0;15.5;2.8;-4.06;Dropout
449;1;1;2;9773;1;1;121;1;1;19;9;7;118.9;1;0;0;;0;0;20;;0;6;6;6;13.33333333;0;0;6;10;5;12.8;0;11.1;0.6;2.02;Graduate
450;1;1;3;9254;1;1;122;1;19;38;3;10;114.3;1;0;0;;0;1;20;;0;6;8;5;12.8;0;0;6;9;5;12.8;0;12.4;0.5;1.79;Enrolled
451;1;18;1;9500;1;1;126;1;38;37;5;5;114.8;1;0;0;;0;0;20;;0;8;8;7;14.40285714;0;0;8;8;7;14.40285714;0;10.8;1.4;1.74;Graduate
452;1;1;4;9500;1;1;135;1;37;37;9;8;123;1;0;0;;0;1;18;;0;8;8;7;13.38142857;0;0;8;8;7;13.38142857;0;10.8;1.4;1.74;Graduate
453;1;1;2;9500;1;1;131;1;19;19;7;5;122.1;1;0;0;;0;0;18;;0;7;8;7;14.13125;0;0;8;8;8;13.98375;0;15.5;2.8;-4.06;Graduate
454;1;17;4;9085;1;1;140;1;19;37;4;7;123.7;0;0;0;;0;0;19;;0;5;11;5;11.71428571;2;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate
455;1;1;3;9147;1;1;131;1;19;38;9;7;132.4;1;0;0;;0;0;19;;0;5;5;5;11.8;0;0;5;8;4;11.25;0;9.4;-0.8;-3.12;Enrolled
456;2;39;1;8014;0;1;130;1;34;34;99;99;114.8;0;0;0;;0;0;44;;0;6;9;6;11.16666667;0;1;6;15;2;11;1;7.6;2.6;0.32;Graduate
457;1;7;1;9003;1;3;130;1;38;37;5;6;130;0;0;0;;0;0;32;;0;6;7;0;0;0;0;6;6;0;0;0;12.4;0.5;1.79;Dropout
458;1;43;1;9853;1;1;140;1;37;19;9;8;122.3;0;0;0;;0;0;22;;0;6;9;5;13.6;0;0;6;8;5;12;0;12.7;3.7;-1.7;Dropout
459;2;39;1;9003;1;1;130;1;1;19;4;9;152.4;1;0;0;;0;0;36;;4;12;14;12;13.84615385;0;5;12;18;11;14.09090909;0;8.9;1.4;3.51;Graduate
460;1;17;1;9773;1;1;125;1;37;37;5;7;120.1;0;0;0;;0;1;18;;0;6;7;6;12.5;0;0;6;8;6;13.33333333;0;16.2;0.3;-0.92;Graduate
461;1;1;1;9130;1;1;160;1;3;3;3;2;155.1;1;0;0;;0;0;20;;0;5;5;5;16.4;0;0;5;5;5;14.6;0;12.7;3.7;-1.7;Graduate
462;1;51;1;9070;1;1;130;1;19;19;5;7;124.5;0;0;0;;0;1;20;;5;11;11;11;13.81818182;0;5;11;11;11;13.45454545;0;11.1;0.6;2.02;Graduate
463;1;17;1;9238;1;1;144;1;3;1;2;3;126.9;0;0;0;;0;0;19;;0;6;8;5;10.6;0;0;6;11;4;10.5;0;15.5;2.8;-4.06;Graduate
464;1;39;1;9147;1;19;133.1;1;3;1;3;5;153.2;1;0;1;;0;0;24;;0;5;8;5;10.2;0;0;5;6;5;12.2;0;12.4;0.5;1.79;Graduate
465;1;17;1;9238;1;1;148;1;1;1;4;9;129.8;0;0;0;;0;0;20;;0;6;11;5;10.6;0;0;6;11;4;10.4;0;15.5;2.8;-4.06;Enrolled
466;1;43;1;8014;0;1;133.1;1;3;3;2;3;135;0;0;0;;0;0;27;;7;10;10;9;11.44444444;0;4;11;11;5;10.8;0;10.8;1.4;1.74;Dropout
467;1;1;1;9853;1;1;133;1;1;38;5;10;131.3;1;0;0;;0;0;20;;0;6;9;5;14.33333333;0;4;8;8;8;12.625;0;15.5;2.8;-4.06;Enrolled
468;1;43;6;9238;1;1;129;1;34;34;0;0;125.2;0;0;0;;0;1;23;;15;16;18;16;13;0;11;13;15;13;13.26666667;0;9.4;-0.8;-3.12;Graduate
469;1;1;5;9500;1;1;144;1;19;38;4;8;141.3;1;0;0;;0;1;18;;0;8;9;8;13.31;1;0;8;9;8;13.31;1;9.4;-0.8;-3.12;Graduate
470;1;17;1;9238;1;1;120;1;37;37;4;9;117.1;1;0;0;;0;1;18;;0;6;10;5;10.57142857;1;0;6;9;5;12.2;0;12.7;3.7;-1.7;Graduate
471;1;17;3;9500;1;1;144;1;1;37;9;9;126.5;1;0;0;;0;1;20;;0;8;8;7;13.48714286;0;0;8;8;7;13.48714286;0;10.8;1.4;1.74;Graduate
472;1;1;1;9254;1;1;132;1;19;38;9;7;120.1;0;0;0;;0;1;20;;0;6;6;6;12.33333333;0;0;6;7;6;11.83333333;0;13.9;-0.3;0.79;Graduate
473;1;1;1;9670;1;1;142;1;38;19;7;10;128.4;0;0;0;;0;0;23;;0;6;11;6;11.875;0;0;6;9;5;12.83333333;0;11.1;0.6;2.02;Dropout
474;1;1;2;9500;1;1;136;1;19;19;9;9;140;1;0;0;;0;0;20;;0;7;7;6;13.96666667;0;0;7;7;6;13.96666667;0;7.6;2.6;0.32;Graduate
476;1;1;1;9670;1;1;122;1;1;19;3;5;116.8;1;0;0;;0;0;21;;0;5;8;4;11.5;0;0;5;5;5;12.8;0;7.6;2.6;0.32;Graduate
477;1;1;2;9556;1;1;133.1;1;19;19;9;9;104.5;1;0;0;;0;0;21;;0;2;2;2;12.5;0;0;7;0;0;0;0;12.4;0.5;1.79;Dropout
478;1;7;1;9500;1;3;140;1;34;34;0;0;140;0;0;0;;0;0;28;;0;7;0;0;0;0;0;8;0;0;0;0;7.6;2.6;0.32;Dropout
479;1;1;1;9500;1;1;117;1;3;1;3;3;113.2;0;1;0;;0;0;18;;0;7;10;6;11.98;0;0;8;11;7;13.225;0;16.2;0.3;-0.92;Graduate
480;1;17;1;9238;1;1;128;1;38;19;191;175;118.6;1;0;0;;0;1;21;;0;6;8;5;13.2;0;0;6;7;5;11.8;0;8.9;1.4;3.51;Enrolled
481;1;1;1;9500;1;1;136;1;1;1;4;4;123.8;0;0;0;;0;0;19;;0;7;10;6;11.61428571;0;0;8;8;8;14.0375;0;13.9;-0.3;0.79;Graduate
482;1;18;6;9500;1;1;141;1;1;19;1;1;126.7;1;0;0;;0;1;18;;0;8;8;7;14.31428571;0;0;8;8;7;14.31428571;0;12.7;3.7;-1.7;Graduate
483;1;1;3;9500;1;1;130;1;3;1;2;5;133.8;0;0;0;;0;0;19;;0;7;0;0;0;0;0;8;0;0;0;0;7.6;2.6;0.32;Dropout
484;1;44;1;9085;1;39;140;1;38;38;9;7;140;0;0;0;;0;0;20;;2;6;9;6;12.66666667;0;1;6;12;2;13;0;13.9;-0.3;0.79;Enrolled
485;1;1;3;9500;1;1;102;1;1;19;9;5;100.6;1;0;0;;0;1;20;;0;7;9;6;12.76666667;0;0;8;10;7;12.12857143;0;12.4;0.5;1.79;Graduate
486;1;17;1;9853;1;1;126;1;1;37;7;9;132.7;0;0;0;;0;1;18;;0;6;7;6;12.66666667;0;0;6;7;5;12.2;0;10.8;1.4;1.74;Graduate
487;1;43;2;9670;1;1;125;1;38;19;4;3;106.6;1;0;0;;0;0;20;;4;6;7;6;11.5;0;0;6;10;4;10.57142857;0;10.8;1.4;1.74;Dropout
488;1;39;1;9670;1;1;120;1;1;19;5;4;140.4;0;0;0;;0;0;31;;2;6;13;5;11.4;0;0;6;14;4;11.75;0;13.9;-0.3;0.79;Dropout
489;1;17;3;9500;1;1;132;1;37;37;9;7;128.3;1;0;0;;0;1;19;;0;7;8;7;14.70625;0;0;8;8;8;14.4775;0;15.5;2.8;-4.06;Graduate
490;1;1;3;9500;1;1;128;1;38;38;5;5;118.6;1;0;0;;0;1;19;;0;7;9;6;11.81428571;0;0;8;8;7;13.54285714;0;13.9;-0.3;0.79;Graduate
491;1;1;1;9070;1;1;115;1;19;1;3;8;123.4;0;0;0;;0;0;23;;1;6;8;6;13;1;0;6;8;6;11.875;0;13.9;-0.3;0.79;Graduate
492;1;1;1;9670;1;1;125;1;37;37;5;5;124;0;0;0;;0;0;19;;0;6;7;6;14.85714286;0;0;6;6;6;13.33333333;0;12.4;0.5;1.79;Graduate
493;1;1;6;9500;1;1;137;1;1;3;3;2;121.3;1;0;0;;0;0;20;;0;7;7;6;12.6;0;0;7;7;6;12.6;0;7.6;2.6;0.32;Graduate
494;1;1;1;9085;1;1;101;1;37;37;9;4;101;1;0;1;;0;0;22;;0;6;9;5;13.33333333;0;0;6;17;4;11.4;0;12.4;0.5;1.79;Enrolled
495;1;1;1;9853;1;1;126;1;3;1;2;5;116.9;1;1;0;;0;0;18;;0;7;10;6;10.66666667;0;0;7;12;6;12.83333333;0;13.9;-0.3;0.79;Enrolled
497;1;39;1;9556;1;19;100;1;37;38;9;9;120;0;0;0;;0;0;29;;0;7;9;1;10;0;0;7;0;0;0;0;12.7;3.7;-1.7;Dropout
498;1;17;1;9254;1;1;122;1;1;19;4;3;130.4;1;0;0;;0;0;18;;0;6;10;5;11.8;0;0;6;10;5;12.2;0;11.1;0.6;2.02;Graduate
499;1;17;1;9070;1;1;126;1;19;38;9;7;118.7;0;0;0;;0;0;18;;0;6;7;5;11.8;0;0;6;6;6;12.66666667;0;16.2;0.3;-0.92;Graduate
1500;1;44;1;9003;1;39;160;1;1;38;4;4;160;1;0;0;;1;1;20;;0;6;9;6;13.44444444;0;0;6;9;5;12.6;0;13.9;-0.3;0.79;Graduate
1501;1;1;1;9070;1;1;138;1;38;37;3;3;133.1;0;0;0;;1;0;18;;0;6;6;6;14;0;0;6;7;6;13.85714286;0;8.9;1.4;3.51;Graduate
1502;1;1;1;9670;1;1;126;1;1;1;90;90;119;1;0;1;;1;0;20;;0;6;10;1;12;1;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
1503;2;39;1;9991;0;1;120;1;37;19;5;3;156;1;0;0;;1;0;33;;0;5;5;5;14.2;0;0;5;6;5;13.83333333;0;10.8;1.4;1.74;Graduate
1504;2;39;1;9500;1;1;130;1;37;37;191;183;163.7;0;0;0;;0;0;35;;0;7;11;5;13.34;0;0;7;9;5;10.84;0;12.4;0.5;1.79;Enrolled
1505;1;39;1;9500;1;40;130;1;37;37;9;7;130;0;0;0;;0;0;27;;3;8;12;7;12.45714286;0;3;8;12;7;12.45714286;0;12.7;3.7;-1.7;Enrolled
1508;1;1;1;171;1;1;134;1;19;37;7;7;136.1;1;0;0;;1;0;19;;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Graduate
1509;1;43;1;9070;1;1;134;1;19;37;7;7;132.7;1;0;0;;1;0;22;;9;13;13;13;14;0;7;12;13;12;13;0;15.5;2.8;-4.06;Graduate
1512;2;39;1;9991;0;1;133.1;1;37;19;9;10;150;0;0;0;;1;0;47;;0;5;8;4;10;0;0;5;8;4;12.5;0;9.4;-0.8;-3.12;Enrolled
1513;1;17;1;171;1;1;143;1;19;37;5;9;156.3;1;0;0;;1;1;19;;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Graduate
1515;1;17;1;9500;1;1;131;1;19;37;9;9;123.8;1;0;0;;0;0;19;;0;7;0;0;0;0;0;8;0;0;0;0;15.5;2.8;-4.06;Dropout
1516;1;1;1;171;1;1;146;1;19;37;9;7;153;1;0;0;;0;1;21;;15;17;18;17;13.38888889;0;15;17;18;17;14.88888889;0;11.1;0.6;2.02;Graduate
1518;1;17;1;171;1;1;135;1;19;1;4;1;131.9;1;0;0;;1;0;19;;6;12;12;12;13.58333333;0;4;11;12;11;13.58333333;0;8.9;1.4;3.51;Graduate
1519;1;1;1;171;1;1;133;1;37;19;9;8;141.4;0;0;0;;1;1;20;;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Enrolled
1521;1;39;1;9991;0;1;120;1;19;19;9;9;115;1;0;0;;1;0;27;;0;5;9;1;10;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
1522;2;39;1;9991;0;1;133.1;1;37;37;9;9;168;0;0;0;;1;0;29;;0;5;5;5;15.2;0;0;5;5;5;15.2;0;11.1;0.6;2.02;Graduate
1523;1;17;1;9085;1;1;130;1;19;1;9;4;101.3;1;0;0;;1;0;20;;0;6;12;4;12.8;0;0;6;17;0;0;0;12.4;0.5;1.79;Dropout
1524;1;1;1;9670;1;1;125;1;19;1;7;4;122.6;0;0;0;;1;0;21;;0;5;7;5;11.16666667;0;0;5;5;4;11;0;9.4;-0.8;-3.12;Dropout
1525;1;1;1;171;1;1;134;1;3;2;2;2;141.7;1;0;0;;1;0;18;;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Enrolled
1526;1;1;1;9500;1;1;151;1;1;1;4;3;132.3;0;0;0;;1;0;19;;0;8;9;7;12.82857143;0;0;8;9;7;12.82857143;0;12.7;3.7;-1.7;Graduate
1528;1;39;1;9119;1;1;120;1;37;37;9;9;98.7;0;0;0;;1;1;28;;0;5;12;3;10;0;0;5;10;3;12.4;0;12.4;0.5;1.79;Graduate
1531;4;39;1;9003;1;1;133.1;1;19;19;9;4;100.7;0;0;0;;0;0;39;;0;6;15;2;13;2;0;6;13;3;13;1;15.5;2.8;-4.06;Enrolled
1532;1;17;3;9500;1;1;143;1;38;1;9;5;133.8;1;0;0;;0;0;18;;0;7;7;6;13.03333333;0;0;7;7;6;13.03333333;0;7.6;2.6;0.32;Graduate
1534;1;7;1;9119;1;4;180;1;4;3;2;7;180;0;0;1;;1;0;30;;0;5;6;4;14.5;0;0;5;10;3;16.2;0;13.9;-0.3;0.79;Enrolled
1535;1;1;1;9085;1;1;136;1;1;38;9;9;130.8;1;0;0;;0;0;18;;0;5;7;5;14.4;1;0;5;5;5;13.6;0;12.7;3.7;-1.7;Graduate
1536;2;44;1;9991;0;39;140;1;37;37;9;9;140;0;0;0;;0;0;41;;2;6;10;4;12.25;0;3;7;9;6;12.5;0;9.4;-0.8;-3.12;Enrolled
1537;1;39;1;9500;1;1;130;1;37;19;9;8;106.2;1;0;0;;0;0;27;;0;7;14;0;0;0;0;7;14;0;0;0;11.1;0.6;2.02;Dropout
1538;1;1;1;9238;1;1;141;1;38;19;9;10;125.6;1;0;0;;0;1;18;;0;6;6;6;12.66666667;0;0;6;6;6;12;0;9.4;-0.8;-3.12;Graduate
1541;1;17;1;9147;1;1;129;1;38;37;3;5;132.9;1;0;0;;0;0;19;;0;5;5;3;11.66666667;0;0;5;10;4;10.8;0;9.4;-0.8;-3.12;Dropout
