ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International
3605;1;17;2;9773;1;1;132;1;19;1;9;9;141.8;1;0;0;1;1;0;20;0
3606;1;1;3;9773;1;1;135;1;3;1;2;4;129.8;1;0;0;1;1;0;20;0
3609;1;17;1;9119;1;1;125;1;19;1;5;4;121.5;1;0;0;1;1;0;20;0
3612;1;17;1;9670;1;1;117;1;1;1;4;4;117.7;1;0;0;1;1;0;20;0
3626;1;1;1;9238;1;1;135;1;19;38;7;5;121;0;0;0;1;0;0;20;0
3631;1;1;3;9500;1;1;108;1;19;1;9;3;107.8;1;0;0;1;0;1;20;0
3641;1;1;3;9773;1;1;150;1;19;38;4;4;146.5;1;0;0;1;0;1;20;0
3642;1;1;2;9254;1;1;112;1;37;37;6;6;106.1;1;0;0;0;0;0;20;0
3643;1;17;2;8014;0;1;133.1;1;19;1;1;1;118;0;0;0;1;0;1;20;0
3651;1;43;1;9070;1;1;135;1;1;38;3;9;126.4;1;0;0;1;0;1;20;0
3654;1;44;1;9085;1;39;140;1;1;19;9;9;140;1;0;0;1;0;0;20;0
3656;1;44;1;9238;1;39;140;1;1;1;3;5;141.7;0;0;0;1;0;1;20;0
3658;1;1;5;9500;1;1;122;1;37;3;9;2;116.8;1;0;0;1;0;0;20;0
3659;1;1;1;9991;0;1;143;1;19;37;5;8;135;0;0;0;1;0;1;20;0
3660;1;44;1;9085;1;39;150;1;38;1;5;5;150;0;0;0;1;0;0;20;0
3670;1;42;1;9500;1;1;122;1;3;3;2;2;122;1;0;0;1;0;0;20;0
3675;1;1;1;9070;1;1;144;1;1;1;3;5;127.2;1;0;0;1;0;1;20;0
3684;1;18;1;171;1;1;110;1;19;2;5;5;117.7;1;0;1;1;1;1;20;0
3699;1;1;1;9500;1;1;133.1;1;38;38;5;10;101;0;0;0;1;1;0;20;0
3703;1;1;1;9147;1;1;125;1;1;1;4;2;134.1;1;0;0;1;1;0;20;0
3716;1;1;2;9147;1;1;116;1;37;1;5;3;124.8;1;0;0;1;1;0;20;0
3717;1;44;1;9130;1;39;140;1;4;4;2;10;140;1;0;0;1;1;0;20;0
3728;1;17;6;9670;1;1;125;1;38;1;9;7;125;1;0;0;1;1;0;20;0
3752;1;1;1;9070;1;1;148;1;3;1;2;10;148;1;0;0;1;0;0;20;0
3754;1;43;4;9500;1;6;134;1;37;37;9;9;129.8;1;0;0;1;0;0;20;0
3759;1;44;1;9085;1;1;130;1;1;1;4;3;130;1;0;0;1;0;0;20;0
3760;1;17;1;9991;0;1;140;1;38;37;6;7;127.3;0;0;0;1;0;0;20;0
3764;1;1;1;9238;1;1;134;1;1;19;4;9;129.8;0;0;0;1;0;1;20;0
3772;1;44;1;9003;1;39;140;1;1;1;4;3;140;1;0;0;1;0;0;20;0
3777;1;44;1;9003;1;39;160;1;3;1;2;6;160;1;0;0;0;0;0;20;0
3786;1;44;1;9003;1;39;150;1;1;38;4;9;150;0;0;0;1;1;1;20;0
3787;1;17;2;171;1;1;130;41;1;1;2;3;148.6;1;0;0;1;1;0;20;1
3790;1;17;1;9238;1;1;140;1;1;44;4;2;124.6;1;0;1;0;1;0;20;0
3792;1;44;1;9130;1;39;130;1;3;1;3;6;130;1;0;1;1;1;0;20;0
3807;1;1;3;9070;1;1;147;1;34;37;5;7;135.8;1;0;0;1;0;0;20;0
3815;1;43;1;9238;1;1;110;1;14;14;90;90;112.5;1;0;0;1;0;0;20;0
3828;1;44;1;9003;1;39;140;1;37;37;9;6;140;1;0;0;1;1;1;20;0
3842;1;1;1;9238;1;1;125;1;19;38;7;7;118.7;0;0;0;1;1;0;20;0
3844;1;16;2;9147;1;1;131;1;37;37;9;9;135.9;1;0;0;1;1;0;20;0
3848;1;17;1;9773;1;1;127;1;1;33;3;3;129.8;0;0;0;0;1;0;20;0
3856;1;1;4;9773;1;1;124;1;3;12;2;9;137;1;0;0;1;1;0;20;0
3866;1;17;2;9773;1;1;150;1;1;1;4;5;130.8;0;0;0;1;1;0;20;0
3867;1;1;1;9500;1;1;123;1;37;37;7;7;119.7;0;0;0;1;1;0;20;0
3872;1;1;1;9147;1;1;124;1;38;38;9;9;115.6;0;0;0;1;1;1;20;0
3878;1;18;2;9500;1;1;141;24;1;1;4;3;126.8;1;0;0;1;0;1;20;1
3882;1;1;2;9254;1;1;111;1;1;19;5;7;109.3;1;0;0;1;0;1;20;0
3887;1;1;1;9254;1;1;128;1;19;19;7;8;120;1;0;0;1;0;1;20;0
3898;1;17;1;9500;1;1;134;1;38;1;9;6;133.5;1;0;0;1;1;1;20;0
3902;1;17;3;9254;1;1;127;1;37;37;9;6;123.5;1;0;0;1;0;1;20;0
3911;1;17;1;9773;1;1;144;1;19;19;4;4;130.7;1;0;0;1;0;0;20;0
3913;1;1;4;9254;1;1;105;1;1;19;9;6;106.1;1;0;0;1;0;0;20;0
3919;1;1;1;9670;1;1;119;1;37;37;10;6;119.7;1;0;0;1;0;0;20;0
3937;1;1;1;9130;1;1;106;1;37;37;9;9;108;1;0;1;1;0;0;20;0
3940;1;1;5;9500;1;1;118;1;3;1;5;10;113.5;1;0;0;1;0;0;20;0
3963;1;17;3;9500;1;1;132;1;37;37;4;3;127.3;1;0;0;1;0;0;20;0
3964;1;1;1;171;1;1;133.1;1;19;38;5;5;131.8;1;0;1;1;0;0;20;0
3968;1;1;1;9500;1;1;103;1;1;19;9;9;108.3;0;0;0;1;0;1;20;0
3971;1;1;1;9070;1;1;131;1;37;37;3;3;131.7;1;0;0;1;0;0;20;0
3974;1;43;3;9500;1;1;140;1;1;19;9;7;127.5;1;0;1;1;0;1;20;0
3975;1;43;1;9085;1;1;130;1;19;38;7;7;120.2;1;0;0;1;0;0;20;0
3986;1;17;1;9070;1;1;119;1;37;38;9;8;124.6;1;0;0;1;0;0;20;0
3989;1;1;1;9085;1;1;123;1;19;37;9;9;124.1;1;0;0;1;0;1;20;0
3994;1;1;3;9773;1;1;161;22;37;37;9;9;137.9;0;0;1;0;0;1;20;1
3995;1;1;1;171;1;1;133.1;1;3;1;2;4;128.2;1;0;0;1;0;0;20;0
4000;1;17;6;9500;1;1;147;1;1;38;4;8;141.1;1;0;0;1;0;0;20;0
4014;1;51;1;9500;1;1;129;1;37;38;3;3;137.8;1;0;0;1;0;1;20;0
4019;1;17;2;9254;1;1;132;1;38;38;9;8;122.6;1;0;0;1;0;1;20;0
4025;1;15;1;9556;1;1;114;26;3;19;122;144;114;0;0;0;1;0;0;20;1
4049;1;1;1;9500;1;1;132;1;38;37;9;7;122;1;0;0;1;0;1;20;0
4053;1;1;1;9254;1;1;122;1;37;37;9;9;114.3;1;0;0;0;0;1;20;0
4055;1;1;2;9773;1;1;135;1;37;37;5;5;126.3;1;1;0;1;0;1;20;0
4063;1;53;1;9085;1;42;170;1;1;19;4;7;170;0;0;0;1;0;0;20;0
4066;1;43;1;8014;0;1;120;1;38;19;5;4;118.3;0;0;0;1;0;0;20;0
4067;1;1;1;9556;1;1;118;1;19;38;9;9;116.3;1;0;0;1;0;1;20;0
4075;1;18;1;9500;1;1;143;1;38;37;4;9;116.5;1;0;0;1;0;1;20;0
4101;1;43;1;9556;1;1;149;1;1;1;4;8;140.2;1;1;0;1;0;0;20;0
4102;1;1;5;9070;1;1;124;1;37;37;9;9;113.9;1;0;0;1;0;0;20;0
4107;1;17;4;9773;1;1;118;1;1;38;5;7;120.8;1;0;0;1;0;0;20;0
4111;1;1;1;9500;1;1;153;1;38;19;9;5;138.5;1;0;0;1;0;1;20;0
4112;1;1;3;9500;1;1;119;1;19;37;9;9;119.4;1;0;0;1;0;0;20;0
4115;1;17;2;9773;1;1;130;1;2;1;2;7;126.2;1;0;0;1;0;0;20;0
4116;1;1;3;9070;1;1;128;1;19;19;3;3;129.8;1;0;0;1;0;0;20;0
4149;1;1;1;9147;1;1;117;1;37;37;9;9;120.2;1;0;0;1;0;0;20;0
4169;1;1;2;9773;1;1;115;1;34;38;0;5;108.4;1;0;0;1;0;0;20;0
4170;1;1;1;9773;1;1;116;1;37;37;0;5;114.3;1;0;0;1;0;0;20;0
4171;1;18;5;9853;1;1;110;1;19;37;7;7;110;1;0;0;1;0;0;20;0
4174;1;1;2;9500;1;1;124;1;37;37;7;7;116.5;1;0;0;1;0;1;20;0
4184;1;1;1;9085;1;1;145;1;38;38;9;10;139.8;1;0;0;1;0;0;20;0
4186;1;1;1;9991;0;1;131;1;19;37;9;9;118.4;1;0;0;1;0;0;20;0
4189;1;1;1;9670;1;1;112;1;37;1;7;0;110.6;0;0;0;1;0;0;20;0
4192;1;44;1;9085;1;39;140;1;1;39;3;9;140;1;0;0;1;0;0;20;0
4200;1;1;1;9500;1;1;129;1;38;38;5;5;120.8;1;0;0;1;0;1;20;0
4201;1;1;1;9147;1;1;133.1;1;37;37;191;154;95;0;0;0;1;0;0;20;0
4203;1;17;1;171;1;1;125;1;1;1;7;3;143.9;1;0;0;1;0;0;20;0
4204;1;1;2;9070;1;1;137;1;19;38;9;9;127.2;1;0;0;1;0;1;20;0
4205;1;1;1;9238;1;1;123;1;34;38;0;7;120.2;1;0;0;1;0;0;20;0
4210;1;1;1;9147;1;1;150;103;37;37;9;9;134.6;0;0;0;1;1;0;20;1
4214;1;1;1;9238;1;1;133.1;1;19;37;9;9;130;0;0;0;0;0;1;20;0
4217;1;1;6;9773;1;1;133.1;1;1;37;3;3;100;1;0;1;0;0;0;20;0
4223;1;1;1;9238;1;1;143;1;19;1;9;9;144.4;1;0;0;1;0;0;20;0
4235;1;1;2;9147;1;1;113;1;38;38;9;5;107.4;1;0;0;1;1;0;20;0
4237;1;43;1;9773;1;1;132;1;38;19;9;9;125;1;0;0;1;1;1;20;0
4238;1;1;4;9500;1;1;127;1;19;37;7;7;121.5;1;0;0;1;1;0;20;0
4239;1;1;1;9085;1;1;123;1;38;19;4;90;127.2;0;0;1;0;1;0;20;0
4246;1;18;4;9853;1;1;118;1;19;37;9;6;111.4;1;0;1;0;0;0;20;0
4252;1;1;1;9147;1;1;112;1;9;22;4;3;106.1;0;0;0;1;0;0;20;0
4280;1;17;1;9254;1;1;133;1;19;1;9;9;137.2;0;0;0;1;1;1;20;0
4283;1;18;2;9147;1;1;140;1;37;37;5;9;124.3;1;0;0;1;1;0;20;0
4287;1;1;1;9085;1;1;134;1;37;19;9;9;136.8;1;0;0;1;1;0;20;0
4291;1;1;1;171;1;1;147;1;1;12;4;4;148.4;1;0;0;1;1;1;20;0
4294;1;1;6;9254;1;1;119;1;19;19;9;9;118.7;1;0;0;1;1;0;20;0
4301;1;44;1;9003;1;39;130;1;1;37;6;6;130;1;0;0;1;1;0;20;0
4330;1;17;1;9238;1;1;120;1;37;1;9;5;113.4;1;0;0;1;0;1;20;0
4337;1;1;2;9773;1;1;129;1;37;37;9;7;117.1;1;0;0;1;0;0;20;0
4341;1;17;1;9085;1;1;120;1;2;3;2;2;116.1;0;0;0;1;0;0;20;0
4347;1;17;2;9254;1;1;107;1;12;19;5;5;102.8;1;0;0;1;0;0;20;0
4349;1;1;1;9500;1;1;127;1;3;1;2;9;119.3;1;0;0;1;0;0;20;0
4350;1;1;5;9500;1;1;141;1;38;19;9;6;126.3;1;0;0;1;0;0;20;0
4351;1;44;1;9085;1;39;140;1;3;1;4;3;140;1;0;0;1;0;1;20;0
4352;1;1;3;9070;1;1;150;1;1;1;4;8;131.5;1;0;0;1;0;0;20;0
4382;1;1;2;9238;1;1;145;1;1;19;4;8;121.4;0;0;0;1;0;0;20;0
4407;1;1;1;9070;1;1;145;1;1;38;5;7;127.5;1;0;0;1;1;0;20;0
4411;1;1;1;9070;1;1;124;1;37;19;9;4;121.2;0;0;0;1;1;1;20;0
4418;1;1;1;9070;1;1;132;1;1;1;9;9;133.8;1;0;0;1;0;1;20;0
4419;1;44;1;9070;1;39;120;1;3;38;3;9;120;0;0;0;1;1;0;20;0
4423;1;1;1;9147;1;1;180;1;37;37;7;4;153.8;1;0;0;1;0;1;20;0
2;1;15;1;9254;1;1;160;1;1;3;3;3;142.5;1;0;0;0;1;0;19;0
3;1;1;5;9070;1;1;122;1;37;37;9;9;124.8;1;0;0;0;1;0;19;0
13;1;1;2;9853;1;1;133;1;19;37;4;9;130.2;1;0;0;1;0;0;19;0
24;1;1;4;9670;1;1;125;1;1;38;4;7;114.9;1;0;0;1;0;1;19;0
25;1;1;1;9500;1;1;126;1;19;19;3;7;123.9;0;0;0;1;0;0;19;0
30;1;17;2;9500;1;1;127;1;3;3;1;10;118.8;1;0;0;1;1;0;19;0
34;1;18;1;8014;0;1;138;1;19;1;9;5;134.5;1;0;0;1;0;0;19;0
50;1;1;1;9238;1;1;139;1;37;38;9;9;126.1;0;0;0;1;0;1;19;0
52;1;1;1;9500;1;1;139;1;37;38;6;6;121.3;1;0;0;1;0;1;19;0
54;1;1;3;9130;1;1;167;1;37;37;90;90;159.3;0;0;0;1;0;0;19;0
63;1;17;3;171;1;1;133;1;1;37;4;7;126;1;0;0;1;1;1;19;0
64;1;17;1;9070;1;1;127;1;1;1;3;4;130.2;1;0;0;1;1;0;19;0
67;1;1;3;171;1;1;139;1;19;19;5;3;128.2;1;0;0;1;1;1;19;0
69;1;1;3;9147;1;1;125;1;1;38;7;7;120.1;0;0;1;1;1;0;19;0
73;1;1;1;171;1;1;141;1;19;19;5;10;135.8;1;0;0;1;1;0;19;0
78;1;17;4;9773;1;1;121;1;1;19;9;8;120.3;1;0;1;1;1;1;19;0
96;1;15;1;9119;1;1;130;26;38;3;9;2;137;1;0;0;1;1;0;19;1
99;1;1;1;9085;1;1;135;1;1;2;9;1;134.3;1;0;0;1;0;0;19;0
100;1;1;4;9500;1;1;115;1;3;3;2;2;111.5;1;0;1;0;0;0;19;0
105;1;18;1;9853;1;1;123;1;19;19;9;7;117.4;1;0;0;1;0;0;19;0
107;1;1;2;9238;1;1;122;1;37;38;4;7;118.2;1;0;0;1;0;0;19;0
113;1;1;1;9085;1;1;131;1;19;19;9;9;139.8;1;0;0;1;0;0;19;0
122;1;1;2;9147;1;1;120;1;19;19;9;7;118.6;1;0;0;1;0;0;19;0
123;1;1;1;171;1;1;137;1;3;19;2;9;122.3;0;0;0;1;0;0;19;0
124;1;1;1;9670;1;1;131;1;38;38;9;9;127.9;0;0;0;1;0;1;19;0
125;1;1;1;9085;1;1;130;1;19;38;4;7;121.3;1;0;0;1;0;0;19;0
126;1;17;6;9556;1;1;122;1;1;1;4;5;117.1;1;0;0;1;0;0;19;0
130;1;17;6;9500;1;1;132;1;1;37;8;9;128;1;0;0;1;0;0;19;0
133;1;1;4;9147;1;1;126;1;1;19;4;8;120.1;1;0;0;1;0;0;19;0
134;1;17;6;9500;1;1;148;1;1;19;3;3;131.7;1;0;0;1;0;0;19;0
136;1;1;1;9670;1;1;117;1;1;38;3;9;109.3;0;0;1;0;0;1;19;0
141;1;1;5;9500;1;1;129;1;37;37;9;9;128.8;1;0;0;1;0;0;19;0
142;1;1;6;9773;1;1;116;1;19;1;4;4;110.1;1;0;0;1;0;1;19;0
144;1;1;3;9238;1;1;135;1;1;12;9;10;121;1;0;0;1;0;1;19;0
145;1;1;3;9500;1;1;141;1;19;19;9;7;131.7;1;0;0;1;0;1;19;0
146;1;17;5;9853;1;1;132;1;37;38;5;6;119.1;1;0;0;1;0;1;19;0
147;1;1;4;9254;1;1;132;1;12;19;9;9;124.7;1;0;0;1;0;0;19;0
152;1;1;1;9085;1;1;129;1;1;38;4;7;123.4;0;0;0;1;0;0;19;0
156;1;1;1;9853;1;1;129;1;38;37;6;6;138.1;0;0;0;1;0;0;19;0
161;1;1;1;9670;1;1;128;1;19;1;4;1;118.2;0;0;0;1;0;0;19;0
165;1;17;2;9670;1;1;124;1;1;19;5;4;124.4;0;0;0;1;0;0;19;0
166;1;17;1;9773;1;1;133.1;1;19;37;7;7;126;0;0;0;1;0;1;19;0
168;1;17;3;9238;1;1;125;1;19;19;7;8;121.5;0;0;0;1;0;0;19;0
173;1;17;1;9500;1;1;131;1;2;38;4;5;132.3;1;0;0;1;0;0;19;0
184;1;18;3;9070;1;1;131;1;1;37;5;5;122.3;1;0;0;0;0;0;19;0
531;1;17;1;9147;1;1;126;1;37;37;4;7;116.9;0;0;0;1;1;1;19;0
540;1;18;3;9773;1;1;128;1;19;1;9;9;122.1;1;0;0;1;1;0;19;0
550;1;17;2;9147;1;1;125;1;19;38;9;7;116.3;1;0;0;1;1;0;19;0
551;1;1;5;9119;1;1;126;1;12;19;4;5;122.5;1;0;0;1;1;0;19;0
554;1;17;3;9119;1;1;117;1;1;2;3;2;119.8;1;0;0;1;1;0;19;0
573;1;17;6;9119;1;1;111;1;19;3;5;10;106.5;1;0;0;1;1;0;19;0
575;1;43;4;171;1;1;117;1;19;12;9;10;109.3;0;0;0;1;1;0;19;0
577;1;1;2;9500;1;1;149;1;3;1;9;9;137.5;0;0;0;1;1;0;19;0
583;1;17;1;9670;1;1;141;1;1;19;8;7;128.8;1;0;0;1;0;0;19;0
585;1;17;1;9254;1;1;102;1;37;37;7;7;102;0;0;0;1;0;0;19;0
587;1;17;1;9085;1;1;120;1;38;19;90;90;127;0;0;0;1;0;0;19;0
589;1;1;3;9254;1;1;122;1;37;37;9;3;124.5;1;0;0;1;0;0;19;0
590;1;1;4;9556;1;1;122;1;37;1;5;4;123.9;0;0;0;1;0;0;19;0
592;1;1;1;9500;1;1;133;1;3;19;2;8;126.7;0;0;0;1;0;0;19;0
607;1;17;1;9130;1;1;123;1;19;3;3;2;121.6;1;0;1;1;0;1;19;0
608;1;1;6;9500;1;1;131;1;38;19;7;7;125.3;1;0;0;1;0;1;19;0
615;1;1;1;9500;1;1;130;1;19;37;9;9;117.8;1;0;0;1;0;1;19;0
619;1;17;2;9500;1;1;137;1;19;37;4;7;126.3;1;0;0;1;0;1;19;0
620;1;44;1;9085;1;39;140;1;3;1;2;3;140;1;0;0;1;0;0;19;0
622;1;17;2;9147;1;1;116;1;1;38;4;3;114.6;1;0;0;1;0;0;19;0
623;1;17;5;9853;1;1;117;1;38;38;9;7;114.6;1;0;0;1;0;0;19;0
628;1;1;3;9500;1;1;106;1;19;37;9;7;109.5;1;0;0;1;0;0;19;0
630;1;1;1;9773;1;1;134;1;19;37;9;9;131.6;1;1;0;1;0;0;19;0
632;1;1;2;9853;1;1;117;1;1;38;4;9;109.7;1;0;0;1;0;0;19;0
633;1;1;1;9500;1;1;136;1;1;19;5;7;136.4;0;0;0;1;0;1;19;0
636;1;17;5;9238;1;1;122;1;37;37;7;5;112.9;1;0;0;1;0;1;19;0
639;1;17;3;9238;1;1;121;1;1;1;4;5;117.2;0;0;0;1;0;0;19;0
646;1;1;1;9147;1;1;130;1;19;37;9;9;131.8;1;0;0;1;0;1;19;0
654;1;44;1;9238;1;39;130;1;38;38;6;9;126.3;1;0;0;1;0;1;19;0
655;1;1;1;9773;1;1;125;1;19;38;3;5;115.9;0;0;0;1;0;0;19;0
656;1;1;4;9238;1;1;125;1;19;38;9;6;114.9;1;0;1;1;0;1;19;0
662;1;1;1;9500;1;1;117;1;19;19;194;193;117.4;1;0;0;1;0;0;19;0
665;1;17;3;9500;1;1;143;1;3;3;9;7;129;1;0;0;1;1;0;19;0
666;1;1;1;9085;1;1;144;13;3;3;6;6;137.6;1;0;0;1;0;1;19;1
669;1;17;5;9500;1;1;148;1;1;19;4;8;130.2;1;0;0;1;0;0;19;0
673;1;1;4;9500;1;1;135;1;1;19;9;7;123.5;1;0;0;1;0;1;19;0
680;1;1;1;171;1;1;151;41;3;3;2;5;161.9;1;0;0;1;0;1;19;1
727;1;51;1;9670;1;1;140;1;12;5;3;3;126.6;0;0;0;1;1;0;19;0
739;1;1;1;171;1;1;137;1;1;3;3;7;146.5;1;0;1;1;1;0;19;0
742;1;1;1;9254;1;1;136;1;3;3;2;2;128.7;0;0;0;1;1;0;19;0
756;1;1;4;171;1;1;132;1;1;19;4;5;138;1;0;1;0;1;0;19;0
773;1;1;3;9500;1;1;136;1;1;19;4;9;131.1;1;0;0;1;0;0;19;0
775;1;1;1;9085;1;1;126;1;3;1;2;8;123.9;1;0;0;1;0;0;19;0
777;1;43;1;9085;1;1;162;1;2;1;4;4;162;0;0;0;1;0;0;19;0
786;1;1;1;9238;1;1;121;1;1;1;1;1;115.1;1;0;0;1;0;0;19;0
791;1;17;1;9773;1;1;138;1;1;19;9;9;124;0;0;0;1;0;1;19;0
793;1;17;1;9238;1;1;145;1;1;40;9;2;129.6;0;0;0;1;0;1;19;0
797;1;44;1;9070;1;1;140;1;1;1;9;8;144.3;1;0;0;1;0;0;19;0
799;1;1;1;9130;1;1;133;1;1;37;9;9;123.2;1;0;0;1;0;1;19;0
803;1;17;4;9147;1;1;125;1;19;19;5;5;118;1;0;0;1;0;0;19;0
805;1;1;3;9853;1;1;122;1;1;3;5;3;113.6;0;0;0;1;0;0;19;0
822;1;1;3;171;1;1;147;1;12;19;9;3;151.6;1;0;0;1;0;0;19;0
830;1;43;1;9670;1;1;139;1;3;19;3;5;120.8;0;0;0;1;0;0;19;0
837;1;17;3;9119;1;1;138;1;3;3;3;4;125.4;1;1;0;1;1;0;19;0
840;1;1;1;9147;1;1;125;1;38;1;3;10;114.5;1;0;0;1;1;0;19;0
841;1;1;1;9147;1;1;108;41;3;3;9;9;107;0;0;1;0;0;0;19;1
848;1;17;1;9147;1;1;118;1;19;19;9;9;122.2;0;0;0;1;0;0;19;0
851;1;1;6;9500;1;1;133;1;3;3;1;1;126.2;1;0;0;1;0;0;19;0
865;1;44;1;9085;1;39;160;1;1;1;5;4;160;1;1;0;0;1;0;19;0
876;1;1;1;9500;1;1;138;1;38;38;9;9;126.8;0;0;0;1;1;1;19;0
879;1;1;2;9670;1;1;135;1;19;19;7;10;121.4;0;0;0;1;1;0;19;0
881;1;17;2;9070;1;1;126;1;38;38;9;8;129.9;1;0;0;1;1;1;19;0
882;1;1;1;171;1;1;149;1;3;2;2;5;151.1;1;0;0;1;1;0;19;0
885;1;16;2;9500;1;1;127;1;2;38;4;9;119;1;0;0;1;0;1;19;0
889;1;1;1;9500;1;1;136;1;19;19;4;7;136;0;0;0;1;0;1;19;0
900;1;17;1;9670;1;1;128;1;19;19;7;7;124.4;0;0;0;1;0;1;19;0
901;1;17;1;9147;1;1;114;1;19;19;9;7;107.7;0;0;0;1;0;0;19;0
902;1;43;2;9238;1;1;118;1;38;38;5;5;110;0;0;0;1;0;1;19;0
906;1;1;3;9500;1;1;114;1;1;1;5;5;114.5;1;0;0;1;0;1;19;0
908;1;17;2;9238;1;1;145;1;19;38;7;6;128.6;1;0;0;1;0;1;19;0
930;1;1;1;9238;1;1;133.1;1;19;37;0;0;137;1;0;0;1;0;0;19;0
932;1;1;1;9853;1;1;115;1;19;38;9;9;108;0;0;0;1;0;1;19;0
941;1;1;3;9773;1;1;110;1;19;19;5;5;105.5;1;0;0;1;0;0;19;0
942;1;1;1;9238;1;1;128;1;37;19;9;4;127.3;1;0;0;1;0;1;19;0
947;1;1;1;9147;1;1;156;1;3;19;3;3;151.1;0;0;1;1;1;0;19;0
954;1;18;5;9500;1;1;137;1;19;1;1;10;129.3;0;0;0;1;0;0;19;0
956;1;17;4;9670;1;1;125;1;1;1;4;90;125.4;1;0;0;1;1;0;19;0
957;1;17;1;9773;1;1;130;1;19;37;9;9;140.2;0;0;0;1;1;1;19;0
958;1;1;3;9773;1;1;115;1;38;1;9;4;116.1;1;0;0;1;1;0;19;0
959;1;1;1;9147;1;1;150;1;1;19;5;5;137.8;1;0;0;1;1;1;19;0
960;1;1;3;9670;1;1;134;1;14;11;0;0;128.4;1;0;0;0;1;0;19;0
985;1;1;1;9147;1;1;128;1;1;1;2;10;116.5;0;0;0;1;1;0;19;0
986;1;1;1;9500;1;1;154;1;19;19;3;3;142;0;0;0;1;1;0;19;0
989;1;1;1;9238;1;1;127;1;2;2;3;4;115.8;1;0;0;1;1;0;19;0
990;1;17;2;9085;1;1;133.1;1;19;38;9;1;100;1;0;1;0;1;0;19;0
994;1;44;2;9238;1;39;150;1;3;19;4;9;147;1;0;0;1;0;0;19;0
999;1;17;1;9254;1;1;115;1;1;19;3;3;109.4;1;0;0;1;0;0;19;0
1004;1;17;2;9147;1;1;122;1;19;19;7;7;116.1;1;0;0;1;0;1;19;0
1017;1;17;1;9147;1;1;138;1;37;1;9;9;123.7;1;0;1;1;0;1;19;0
1018;1;51;1;9070;1;1;135;1;3;1;3;5;121.8;0;0;0;1;0;1;19;0
1020;1;17;3;9773;1;1;132;1;1;1;4;9;124.3;1;0;1;1;0;1;19;0
1025;1;18;2;9853;1;1;111;1;38;38;191;171;105.8;1;0;0;1;0;0;19;0
1028;1;1;5;9254;1;1;131;1;19;37;9;9;123.7;0;0;0;1;0;1;19;0
1030;1;1;4;9500;1;1;136;1;1;1;9;9;123.8;1;0;0;1;0;1;19;0
1045;1;1;5;9254;1;1;126;1;19;19;4;7;116.6;1;0;0;1;0;0;19;0
1047;1;1;3;9773;1;1;175;1;3;38;2;10;157.5;1;0;0;1;0;0;19;0
1048;1;1;6;9500;1;1;141;1;2;1;4;4;136.3;1;0;0;1;0;0;19;0
1052;1;17;2;9500;1;1;134;1;19;37;4;7;133.5;1;0;0;1;0;0;19;0
1054;1;44;1;9085;1;39;140;1;3;3;2;2;140;1;0;0;1;0;0;19;0
1055;1;1;2;9500;1;1;142;1;37;37;9;7;132.7;1;0;0;1;0;1;19;0
1056;1;1;1;9500;1;1;118;1;19;19;5;7;117.8;0;0;0;1;0;1;19;0
1057;1;1;2;9500;1;1;131;1;1;37;4;4;126.1;1;0;0;1;0;1;19;0
1058;1;1;1;9500;1;1;130;1;1;38;1;7;120;0;0;0;1;0;0;19;0
1067;1;1;6;9500;1;1;145;1;38;37;5;6;127.5;1;0;0;1;0;1;19;0
1071;1;1;1;9500;1;1;140;1;1;1;4;4;123.5;1;0;0;1;0;1;19;0
1072;1;44;1;9238;1;39;140;1;19;19;8;8;144.3;1;0;0;1;0;1;19;0
1073;1;1;1;9853;1;1;145;1;38;37;5;5;142.2;0;0;0;1;0;0;19;0
1078;1;17;1;9254;1;1;158;1;37;37;5;9;138.1;1;0;0;1;0;0;19;0
1080;1;1;2;9500;1;1;112;1;1;37;4;9;106.8;1;0;0;1;0;1;19;0
1082;1;1;2;9254;1;1;120;1;19;19;9;9;116.5;1;0;0;1;0;1;19;0
1084;1;1;1;9853;1;1;153;1;1;19;9;4;139.7;1;0;0;1;0;1;19;0
1086;1;17;2;9130;1;1;127;1;3;1;2;1;116.5;0;0;0;1;0;0;19;0
1087;1;17;1;9670;1;1;126;1;12;38;9;5;122.2;0;0;0;1;0;1;19;0
1095;1;17;3;9500;1;1;136;1;19;1;9;9;129;1;0;0;1;0;1;19;0
1100;1;1;2;9500;1;1;133;1;19;37;1;9;128.5;1;0;0;1;0;1;19;0
1105;1;1;1;9238;1;1;128;1;19;19;0;5;120.3;1;0;0;1;0;0;19;0
1106;1;1;4;171;1;1;139;1;37;38;9;9;127.8;1;0;0;1;0;0;19;0
1111;1;44;1;9003;1;39;140;1;38;38;6;6;140;0;0;0;1;0;0;19;0
1112;1;1;5;9500;1;1;126;1;1;19;6;7;115.5;1;0;0;1;0;1;19;0
1115;1;1;1;9500;1;1;145;1;19;19;9;7;136.6;0;0;0;1;0;1;19;0
1116;1;18;1;9500;1;1;124;1;38;37;9;7;119.3;1;0;0;1;0;0;19;0
1117;1;1;1;9070;1;1;160;1;3;38;1;9;152;1;0;0;0;0;0;19;0
