ID;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
616;0;8;8;7;13.85714286;0;0;8;8;7;13.85714286;0;12.7;3.7;-1.7;Graduate
617;0;6;6;6;12.33333333;0;0;6;6;6;10.66666667;0;9.4;-0.8;-3.12;Graduate
618;0;7;8;7;12.84714286;0;0;8;10;8;13.78888889;0;16.2;0.3;-0.92;Graduate
619;0;7;9;6;12.34;0;0;8;9;8;13.01875;0;11.1;0.6;2.02;Graduate
621;0;6;6;6;13.83333333;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate
624;0;8;8;8;13.73125;0;0;8;8;8;13.73125;0;9.4;-0.8;-3.12;Graduate
627;5;9;10;9;10.88888889;0;3;8;10;6;11.33333333;0;11.1;0.6;2.02;Graduate
628;0;7;8;7;13.025;0;0;8;9;8;13.81111111;0;13.9;-0.3;0.79;Graduate
629;0;6;6;6;13;0;0;6;6;6;14.16666667;0;12.4;0.5;1.79;Graduate
630;0;6;10;5;11.8;0;0;6;10;5;12;0;10.8;1.4;1.74;Graduate
631;0;8;8;7;12.04285714;0;0;8;8;7;12.04285714;0;12.7;3.7;-1.7;Graduate
633;0;7;8;7;12.8375;0;0;8;8;8;15.5;0;13.9;-0.3;0.79;Graduate
634;0;7;13;7;11;0;0;8;13;7;11.7;0;12.7;3.7;-1.7;Graduate
635;0;6;7;6;13.5;0;0;6;9;5;14;0;8.9;1.4;3.51;Graduate
636;0;6;8;6;12.125;0;0;6;7;6;12.71428571;0;16.2;0.3;-0.92;Graduate
637;0;8;12;7;12.62857143;0;0;8;12;7;12.62857143;0;12.7;3.7;-1.7;Graduate
639;0;6;11;5;11.2;0;0;6;13;5;11.6;0;15.5;2.8;-4.06;Graduate
648;0;5;5;5;12;0;0;5;6;5;14.83333333;0;10.8;1.4;1.74;Graduate
649;0;7;9;7;12.22857143;0;1;8;10;8;13.2125;0;10.8;1.4;1.74;Graduate
650;0;5;6;4;11.5;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12;Graduate
651;0;6;8;6;15.375;0;0;6;7;6;16.42857143;0;16.2;0.3;-0.92;Graduate
653;0;8;11;7;12.61428571;0;0;8;11;7;12.61428571;0;12.7;3.7;-1.7;Graduate
654;3;6;7;5;12.2;0;2;6;6;6;11.5;0;13.9;-0.3;0.79;Graduate
655;0;6;13;4;11.75;0;0;6;10;4;11;0;10.8;1.4;1.74;Graduate
658;14;16;16;13;10.92307692;0;13;13;13;11;11.45454545;0;16.2;0.3;-0.92;Graduate
659;0;6;6;5;12.4;0;0;6;9;5;12.4;0;12.7;3.7;-1.7;Graduate
661;0;6;6;6;15.83333333;0;0;6;8;6;15.5;0;15.5;2.8;-4.06;Graduate
663;0;6;7;6;12.57142857;0;0;6;6;6;13.66666667;0;13.9;-0.3;0.79;Graduate
664;0;5;7;3;12;0;0;5;7;4;13.25;1;7.6;2.6;0.32;Graduate
665;0;7;8;7;13.3625;0;0;8;9;8;14.44444444;0;13.9;-0.3;0.79;Graduate
666;0;5;6;5;15.4;0;0;5;5;5;16;0;10.8;1.4;1.74;Graduate
668;6;11;11;11;12.81818182;0;6;11;11;11;13.54545455;0;12.4;0.5;1.79;Graduate
670;12;17;21;17;13.39473684;0;11;17;19;17;13.55473684;0;16.2;0.3;-0.92;Graduate
671;0;6;8;6;14.25;0;0;6;8;6;11;0;12.7;3.7;-1.7;Graduate
673;0;7;8;7;12.28571429;0;0;8;10;8;11.7375;0;12.4;0.5;1.79;Graduate
674;0;6;7;6;11.66666667;0;0;6;7;5;13.2;0;12.7;3.7;-1.7;Graduate
675;0;6;8;6;12.16666667;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
677;0;6;6;6;14;0;0;6;6;6;15;0;11.1;0.6;2.02;Graduate
680;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Graduate
681;0;6;7;6;10.83333333;0;0;6;6;6;10.66666667;0;13.9;-0.3;0.79;Graduate
682;3;6;7;6;13.14285714;0;2;6;6;6;14;0;12.4;0.5;1.79;Graduate
685;6;12;17;7;12;0;3;12;19;9;11.22222222;0;15.5;2.8;-4.06;Graduate
686;6;10;13;9;12.2;0;4;10;12;10;12.8;0;7.6;2.6;0.32;Graduate
688;0;7;8;7;11.8375;0;0;8;9;8;12.48125;0;13.9;-0.3;0.79;Graduate
689;0;5;5;5;11.8;0;0;5;6;5;14;0;9.4;-0.8;-3.12;Graduate
692;18;19;19;19;12.68421053;0;12;13;13;13;12.38461538;0;15.5;2.8;-4.06;Graduate
695;1;5;13;4;14;3;1;5;9;4;15.5;2;10.8;1.4;1.74;Graduate
697;0;6;7;6;13.66666667;0;0;6;6;6;13.66666667;0;7.6;2.6;0.32;Graduate
699;0;6;12;5;12.6;0;0;6;11;6;11.71428571;0;12.4;0.5;1.79;Graduate
705;3;9;9;9;13.11111111;0;3;7;7;7;14.85714286;0;10.8;1.4;1.74;Graduate
707;6;10;10;10;12.5;0;3;7;7;7;12.14285714;0;10.8;1.4;1.74;Graduate
708;17;18;18;18;14.11111111;0;11;13;13;13;14.23076923;0;15.5;2.8;-4.06;Graduate
709;6;11;11;11;14.72727273;0;6;9;9;9;15.77777778;0;10.8;1.4;1.74;Graduate
713;0;5;7;4;13.5;0;0;5;6;5;11.6;0;7.6;2.6;0.32;Graduate
714;0;8;8;7;13.10571429;0;0;8;8;7;13.10571429;0;10.8;1.4;1.74;Graduate
715;0;5;8;5;13.5;2;0;5;5;5;14.4;0;9.4;-0.8;-3.12;Graduate
716;9;13;18;13;11.84615385;0;9;11;11;11;12;0;12.7;3.7;-1.7;Graduate
723;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Graduate
726;4;7;7;7;15.2;0;6;8;8;8;16.575;0;13.9;-0.3;0.79;Graduate
727;2;6;7;6;14.42857143;0;1;7;8;7;14.375;0;11.1;0.6;2.02;Graduate
729;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Graduate
732;0;6;12;5;12.14285714;0;0;6;11;5;11.66666667;0;13.9;-0.3;0.79;Graduate
733;0;6;9;6;12;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;Graduate
734;0;5;10;3;11.66666667;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;Graduate
736;0;6;10;6;11.875;0;0;6;8;5;12;0;11.1;0.6;2.02;Graduate
742;0;6;7;6;14.42857143;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
745;0;6;7;5;13;0;0;6;6;6;15;0;9.4;-0.8;-3.12;Graduate
748;13;18;45;18;12.5;12;10;13;26;12;11.42857143;6;15.5;2.8;-4.06;Graduate
750;0;7;7;7;13.47142857;0;0;8;9;8;13.94444444;0;16.2;0.3;-0.92;Graduate
751;0;5;5;4;11.75;0;0;5;5;3;13.33333333;0;9.4;-0.8;-3.12;Graduate
752;0;6;9;6;13.33333333;0;0;6;10;6;14.66666667;0;12.7;3.7;-1.7;Graduate
753;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;Graduate
755;0;6;6;6;15.5;0;0;6;7;6;12.16666667;0;12.4;0.5;1.79;Graduate
759;0;6;10;6;12.33333333;0;0;6;9;4;13;0;12.4;0.5;1.79;Graduate
760;4;9;18;8;11.375;2;0;5;11;5;11.8;0;9.4;-0.8;-3.12;Graduate
761;16;18;19;18;12.22222222;0;9;12;15;12;12.38461538;0;15.5;2.8;-4.06;Graduate
763;5;9;11;9;12;0;3;7;8;6;12;0;9.4;-0.8;-3.12;Graduate
765;12;16;17;16;14.125;0;6;11;14;10;13;0;12.4;0.5;1.79;Graduate
768;8;9;11;9;12.33333333;0;4;7;7;7;12.57142857;0;12.4;0.5;1.79;Graduate
769;4;9;9;9;14.33333333;0;2;7;7;7;13.85714286;0;8.9;1.4;3.51;Graduate
770;0;6;6;6;15.16666667;0;0;6;9;6;14;0;10.8;1.4;1.74;Graduate
771;0;6;8;6;15.14285714;0;0;6;8;6;15.14285714;0;11.1;0.6;2.02;Graduate
774;0;6;7;6;12.33333333;0;0;6;7;6;12.16666667;0;9.4;-0.8;-3.12;Graduate
777;0;6;7;6;15;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate
780;0;6;6;6;12.5;0;0;6;6;6;13.83333333;0;16.2;0.3;-0.92;Graduate
781;0;6;6;6;15;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate
783;0;7;10;7;14.668;0;0;8;8;8;14.63375;0;15.5;2.8;-4.06;Graduate
785;0;6;7;5;12.8;0;0;6;6;6;12.33333333;0;12.4;0.5;1.79;Graduate
786;0;6;10;6;10.83333333;0;0;6;7;6;12.14285714;0;11.1;0.6;2.02;Graduate
787;0;6;6;6;13.66666667;0;0;6;6;5;14;0;12.7;3.7;-1.7;Graduate
788;0;8;8;7;14.53714286;0;0;8;8;7;14.53714286;0;10.8;1.4;1.74;Graduate
790;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Graduate
791;0;6;6;6;13.16666667;0;0;6;6;6;13.83333333;0;11.1;0.6;2.02;Graduate
793;0;6;7;6;11.33333333;0;0;6;7;6;12.42857143;0;11.1;0.6;2.02;Graduate
794;0;6;6;6;12;0;0;6;6;5;13.6;0;8.9;1.4;3.51;Graduate
795;0;6;6;6;13.16666667;0;0;6;6;6;12.16666667;0;12.4;0.5;1.79;Graduate
796;0;6;6;6;14.83333333;0;0;6;6;6;14.16666667;0;8.9;1.4;3.51;Graduate
797;2;7;7;7;13;0;5;9;9;9;13.22222222;0;12.4;0.5;1.79;Graduate
798;0;7;8;7;13.08714286;0;0;8;8;8;12.95;0;11.1;0.6;2.02;Graduate
799;0;6;8;6;13.33333333;0;0;6;7;6;13.66666667;0;8.9;1.4;3.51;Graduate
803;0;5;7;5;13.6;0;0;5;6;5;12.2;0;8.9;1.4;3.51;Graduate
804;0;6;6;6;15.5;0;0;6;6;6;14;0;11.1;0.6;2.02;Graduate
805;0;7;7;7;13.85714286;0;0;7;7;7;14.28571429;0;11.1;0.6;2.02;Graduate
807;0;6;6;6;13;0;0;6;6;6;12.16666667;0;16.2;0.3;-0.92;Graduate
812;0;7;8;7;12.14285714;0;0;7;9;6;13.66666667;0;11.1;0.6;2.02;Graduate
813;0;7;7;7;14.14571429;0;0;8;9;8;13.62777778;0;11.1;0.6;2.02;Graduate
814;0;7;7;7;14.45;0;0;8;9;8;14.14444444;0;11.1;0.6;2.02;Graduate
815;0;7;7;7;15.71428571;0;0;7;7;7;15;0;11.1;0.6;2.02;Graduate
818;0;6;6;6;14.5;0;0;6;6;6;12.83333333;0;12.4;0.5;1.79;Graduate
820;0;6;6;6;12.83333333;0;0;6;6;6;12.83333333;0;7.6;2.6;0.32;Graduate
821;0;5;10;5;12;0;0;5;8;4;11.6;0;13.9;-0.3;0.79;Graduate
822;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Graduate
824;0;6;7;6;12.57142857;0;0;6;7;6;13.28571429;0;12.4;0.5;1.79;Graduate
825;0;6;6;6;12.5;0;0;6;6;6;11.5;0;11.1;0.6;2.02;Graduate
826;0;6;8;6;14;0;0;6;9;5;14;0;8.9;1.4;3.51;Graduate
828;0;6;6;6;15.83333333;0;0;6;6;6;15.33333333;0;11.1;0.6;2.02;Graduate
829;0;8;8;8;14.25;0;0;8;8;8;14.25;0;9.4;-0.8;-3.12;Graduate
840;0;5;5;5;13.8;0;0;5;7;5;12.4;0;9.4;-0.8;-3.12;Graduate
844;0;7;7;6;14.01666667;0;0;7;7;6;14.01666667;0;7.6;2.6;0.32;Graduate
845;0;6;9;5;11.4;0;0;6;8;5;10.8;0;9.4;-0.8;-3.12;Graduate
847;0;5;12;5;10.4;0;0;5;11;5;12;0;12.4;0.5;1.79;Graduate
848;0;5;11;3;10.66666667;0;0;5;9;4;10.25;0;11.1;0.6;2.02;Graduate
850;3;7;7;7;13.91428571;0;5;8;8;8;14.10625;0;11.1;0.6;2.02;Graduate
851;0;7;9;7;13.76111111;0;0;8;11;7;12.82375;0;15.5;2.8;-4.06;Graduate
853;0;6;7;6;13.85714286;0;0;6;6;6;14.16666667;0;10.8;1.4;1.74;Graduate
854;0;8;8;7;13.84285714;0;0;8;8;7;13.84285714;0;12.7;3.7;-1.7;Graduate
866;0;7;7;7;14.68285714;0;0;8;9;8;15.05555556;0;12.4;0.5;1.79;Graduate
869;0;6;7;6;13.85714286;0;0;6;7;5;12.8;0;16.2;0.3;-0.92;Graduate
870;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Graduate
871;0;6;8;6;13.14285714;0;0;6;7;6;12.5;0;8.9;1.4;3.51;Graduate
873;11;15;15;13;11.46153846;0;6;11;15;10;11.58333333;1;16.2;0.3;-0.92;Graduate
875;0;6;6;5;15;0;0;6;8;4;14.5;0;8.9;1.4;3.51;Graduate
876;0;7;9;7;14.24444444;0;0;8;12;8;12.23333333;0;15.5;2.8;-4.06;Graduate
879;0;5;7;3;12.33333333;0;0;5;5;5;11.6;0;9.4;-0.8;-3.12;Graduate
881;0;6;6;6;13.66666667;0;0;6;7;5;13.2;0;12.4;0.5;1.79;Graduate
882;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Graduate
885;0;8;12;7;12.6;0;0;8;12;7;12.6;0;10.8;1.4;1.74;Graduate
886;8;10;11;10;12.2;0;5;10;12;9;12.33333333;0;7.6;2.6;0.32;Graduate
887;0;6;6;6;13.16666667;0;0;6;6;6;13;0;7.6;2.6;0.32;Graduate
888;4;7;16;6;11;0;2;7;9;7;11;0;9.4;-0.8;-3.12;Graduate
889;0;7;7;7;14.01428571;0;0;8;8;8;15.35;0;13.9;-0.3;0.79;Graduate
890;0;6;9;4;13;0;0;6;13;4;11.25;0;10.8;1.4;1.74;Graduate
891;0;6;6;6;14;0;0;6;6;6;14.66666667;0;10.8;1.4;1.74;Graduate
893;0;8;8;7;14.42857143;0;0;8;8;7;14.42857143;0;12.7;3.7;-1.7;Graduate
895;11;18;45;18;11.83333333;10;9;13;27;13;12.46153846;5;15.5;2.8;-4.06;Graduate
897;0;6;9;6;12.5;0;0;6;9;6;13;0;7.6;2.6;0.32;Graduate
898;4;12;12;12;13.33333333;0;5;12;12;11;12.54545455;0;15.5;2.8;-4.06;Graduate
900;0;6;6;6;13;0;0;6;6;6;14;0;13.9;-0.3;0.79;Graduate
902;0;6;8;6;11.42857143;0;0;6;11;5;11.2;0;10.8;1.4;1.74;Graduate
903;0;8;8;8;12.8875;0;0;8;8;8;12.8875;0;9.4;-0.8;-3.12;Graduate
904;0;7;7;6;12.95;0;0;7;7;6;12.95;0;7.6;2.6;0.32;Graduate
906;0;7;7;7;13.09428571;0;0;8;8;8;12.55;0;12.4;0.5;1.79;Graduate
908;0;6;12;5;11.71428571;0;0;6;11;6;11;0;12.7;3.7;-1.7;Graduate
911;0;6;6;6;13.16666667;0;0;6;6;6;13.33333333;0;7.6;2.6;0.32;Graduate
912;0;5;7;4;12.75;0;0;5;5;5;13.4;0;10.8;1.4;1.74;Graduate
914;0;6;8;5;11.2;0;0;6;6;6;12;0;8.9;1.4;3.51;Graduate
916;0;6;6;6;13;0;0;6;6;6;13.66666667;0;12.4;0.5;1.79;Graduate
919;0;6;8;6;14.16666667;0;0;6;9;6;15;0;15.5;2.8;-4.06;Graduate
920;0;6;10;5;12.83333333;0;0;6;6;6;12.33333333;0;13.9;-0.3;0.79;Graduate
921;0;6;11;4;11.75;0;0;6;9;5;10.4;0;10.8;1.4;1.74;Graduate
922;0;6;8;6;10.83333333;0;0;6;7;6;11.5;0;10.8;1.4;1.74;Graduate
926;0;7;7;6;13.7;0;0;7;7;6;13.7;0;7.6;2.6;0.32;Graduate
932;0;7;10;6;13;0;0;7;7;7;13.28571429;0;12.4;0.5;1.79;Graduate
933;4;11;15;8;13.6;0;2;8;10;8;15.11111111;0;13.9;-0.3;0.79;Graduate
936;6;12;12;12;13.25;0;4;11;14;11;14.33333333;0;8.9;1.4;3.51;Graduate
941;0;6;6;6;13;0;0;6;8;5;12.4;0;12.4;0.5;1.79;Graduate
942;0;6;8;6;14;0;0;6;8;6;12.28571429;0;16.2;0.3;-0.92;Graduate
945;0;7;7;7;15.28571429;0;0;8;8;8;16.075;0;12.4;0.5;1.79;Graduate
946;0;6;6;6;13.16666667;0;0;6;6;6;12.66666667;0;11.1;0.6;2.02;Graduate
947;0;5;7;5;13.6;0;0;5;11;5;12.83333333;5;16.2;0.3;-0.92;Graduate
949;6;10;12;10;11.4;0;4;9;9;4;11.5;0;7.6;2.6;0.32;Graduate
951;0;5;7;5;11;0;0;5;5;5;11.6;0;7.6;2.6;0.32;Graduate
953;0;6;7;6;13.57142857;0;0;6;6;6;12.66666667;0;12.4;0.5;1.79;Graduate
957;0;6;6;6;12;0;0;6;7;6;11.66666667;0;16.2;0.3;-0.92;Graduate
958;0;6;6;6;12.5;0;0;6;7;5;13;0;12.4;0.5;1.79;Graduate
959;0;5;6;5;13.2;0;0;5;6;5;12.66666667;0;16.2;0.3;-0.92;Graduate
962;10;15;16;15;13.46666667;1;10;14;14;14;13.64285714;0;9.4;-0.8;-3.12;Graduate
963;0;5;7;3;13.66666667;0;0;5;5;5;13.2;0;7.6;2.6;0.32;Graduate
965;0;6;7;6;11.66666667;0;0;6;12;5;10.2;0;12.4;0.5;1.79;Graduate
966;0;6;9;5;13.4;0;0;6;9;5;12.4;0;8.9;1.4;3.51;Graduate
971;0;5;5;4;13.75;0;0;5;5;4;14.75;0;7.6;2.6;0.32;Graduate
974;0;2;4;1;16;0;0;4;5;4;15.5;0;13.9;-0.3;0.79;Graduate
975;0;5;9;5;12.28571429;0;0;5;8;5;11.125;0;16.2;0.3;-0.92;Graduate
977;0;7;7;6;12.66666667;1;0;7;7;6;12.66666667;1;7.6;2.6;0.32;Graduate
978;0;5;6;5;11.8;0;0;5;7;4;13.25;1;10.8;1.4;1.74;Graduate
980;5;11;16;9;11.9;0;3;9;14;8;12.25;0;15.5;2.8;-4.06;Graduate
983;0;6;6;6;12;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate
986;0;8;8;7;13.71428571;0;0;8;8;7;13.71428571;0;12.7;3.7;-1.7;Graduate
987;0;6;14;6;14.875;0;0;6;12;6;15.8;0;16.2;0.3;-0.92;Graduate
991;0;7;7;7;14.72857143;0;0;8;11;8;16.32727273;0;16.2;0.3;-0.92;Graduate
992;0;6;8;6;12;0;0;6;8;5;14.8;0;12.4;0.5;1.79;Graduate
994;3;6;6;6;14.16666667;0;2;6;6;6;13.5;0;12.4;0.5;1.79;Graduate
995;1;6;12;5;12.5;0;0;6;10;5;14.6;0;12.7;3.7;-1.7;Graduate
996;0;6;6;6;14.16666667;0;0;6;6;6;14.33333333;0;12.7;3.7;-1.7;Graduate
999;0;6;8;6;12.66666667;0;0;6;8;5;13.4;0;11.1;0.6;2.02;Graduate
1003;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Graduate
1004;0;5;8;5;11.2;0;0;5;5;3;11;0;12.4;0.5;1.79;Graduate
1006;0;5;9;3;13.66666667;1;0;5;5;5;12;0;12.7;3.7;-1.7;Graduate
1007;0;8;8;7;15.22857143;0;0;8;8;7;15.22857143;0;12.7;3.7;-1.7;Graduate
1008;5;9;10;9;12.77777778;0;4;9;9;9;13.22222222;0;8.9;1.4;3.51;Graduate
1009;0;8;8;7;14.42857143;0;0;8;8;7;14.42857143;0;12.7;3.7;-1.7;Graduate
1010;0;6;8;6;13.875;0;0;6;7;6;13.71428571;0;11.1;0.6;2.02;Graduate
1011;0;7;10;7;13.128;0;0;8;13;6;13.19333333;0;15.5;2.8;-4.06;Graduate
1012;0;7;9;6;11.605;0;0;8;10;7;12.4125;0;16.2;0.3;-0.92;Graduate
1013;0;5;5;5;14.6;0;0;5;8;5;12;0;12.7;3.7;-1.7;Graduate
1015;0;5;6;5;11.8;0;0;5;6;5;11.6;0;8.9;1.4;3.51;Graduate
1016;0;6;6;6;12.33333333;0;0;6;6;6;12.33333333;0;12.4;0.5;1.79;Graduate
1018;5;11;11;11;13.18181818;0;5;11;11;11;12.90909091;0;11.1;0.6;2.02;Graduate
1020;0;6;6;6;11.83333333;0;0;6;7;6;12.28571429;0;15.5;2.8;-4.06;Graduate
1021;0;8;8;8;12.98125;0;0;8;8;8;12.98125;0;9.4;-0.8;-3.12;Graduate
1022;4;7;10;6;11.33333333;0;1;5;6;5;11.2;0;11.1;0.6;2.02;Graduate
1023;0;8;12;6;11.68;0;0;8;12;6;11.68;0;10.8;1.4;1.74;Graduate
1024;0;6;6;6;14.5;0;0;6;7;6;13.5;0;11.1;0.6;2.02;Graduate
1025;0;7;7;7;13.14285714;0;0;7;8;7;12.85714286;0;8.9;1.4;3.51;Graduate
1027;0;5;6;5;14.2;0;0;5;7;5;11.8;0;7.6;2.6;0.32;Graduate
1028;0;6;8;5;11.66666667;0;0;6;7;5;12.2;0;8.9;1.4;3.51;Graduate
1029;0;7;8;7;13.175;0;0;8;8;8;14.875;0;13.9;-0.3;0.79;Graduate
1030;0;8;8;7;13.31428571;0;0;8;8;7;13.31428571;0;12.7;3.7;-1.7;Graduate
1031;0;5;13;3;10.6;0;0;5;12;3;10.5;0;13.9;-0.3;0.79;Graduate
1033;0;6;7;6;13.42857143;0;0;6;7;6;14.14285714;0;13.9;-0.3;0.79;Graduate
1034;0;5;7;4;13.25;0;0;5;8;5;15.57142857;0;10.8;1.4;1.74;Graduate
1038;0;6;6;6;14;0;0;6;6;6;13.16666667;0;10.8;1.4;1.74;Graduate
1039;1;2;2;2;12;0;1;6;11;6;12.83333333;0;13.9;-0.3;0.79;Graduate
1041;0;6;8;5;11.8;0;0;6;7;5;10.4;1;16.2;0.3;-0.92;Graduate
1042;0;8;8;7;12.79142857;1;0;8;8;7;12.79142857;1;10.8;1.4;1.74;Graduate
1043;4;8;8;8;11.625;0;3;7;12;5;11.2;0;9.4;-0.8;-3.12;Graduate
1044;0;7;11;6;11.99444444;0;0;8;11;7;12.43142857;0;15.5;2.8;-4.06;Graduate
1045;0;6;9;5;11.6;0;0;6;12;5;12.2;0;13.9;-0.3;0.79;Graduate
1048;0;8;8;7;14.1;0;0;8;8;7;14.1;0;10.8;1.4;1.74;Graduate
1049;0;7;8;6;12.39666667;0;0;8;9;7;12.94285714;0;11.1;0.6;2.02;Graduate
1050;0;7;7;7;15.01428571;0;0;8;8;8;16.0875;0;12.4;0.5;1.79;Graduate
1051;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Graduate
1052;0;7;8;7;14.05;0;0;8;8;8;15.1;0;13.9;-0.3;0.79;Graduate
1054;0;6;10;6;13;0;0;6;19;5;13;0;12.4;0.5;1.79;Graduate
1055;0;7;8;7;14.7875;0;0;8;8;8;15.8625;0;13.9;-0.3;0.79;Graduate
1056;0;7;7;7;13.7;0;0;8;9;7;14.67142857;0;12.4;0.5;1.79;Graduate
1058;0;7;7;6;14.56666667;0;0;7;7;6;14.56666667;0;7.6;2.6;0.32;Graduate
1060;0;8;8;7;12.68571429;0;0;8;8;7;12.68571429;0;12.7;3.7;-1.7;Graduate
1063;0;6;8;5;11;0;0;6;7;6;11.16666667;0;11.1;0.6;2.02;Graduate
1064;0;8;8;8;14.445;0;0;8;8;8;14.445;0;9.4;-0.8;-3.12;Graduate
1067;0;7;7;6;13.41666667;0;0;7;7;6;13.41666667;0;7.6;2.6;0.32;Graduate
1068;0;5;8;5;12.33333333;2;0;5;7;5;11.4;0;15.5;2.8;-4.06;Graduate
1069;0;7;8;7;13.1;0;0;8;8;8;14.8125;0;13.9;-0.3;0.79;Graduate
1070;0;6;9;4;13.2;0;0;6;10;5;12.8;0;12.4;0.5;1.79;Graduate
1071;0;8;8;8;14.75;0;0;8;8;8;14.75;0;9.4;-0.8;-3.12;Graduate
1072;3;6;7;6;13.14285714;0;2;6;6;6;14.33333333;0;12.4;0.5;1.79;Graduate
1074;0;5;6;4;13.75;0;0;5;8;5;14.85714286;0;7.6;2.6;0.32;Graduate
1075;0;6;11;5;12.4;0;0;6;7;6;13;0;9.4;-0.8;-3.12;Graduate
1076;0;6;6;6;13.33333333;0;0;6;6;6;12;0;11.1;0.6;2.02;Graduate
1080;0;7;8;6;13.53333333;0;0;8;9;7;13.61428571;0;12.4;0.5;1.79;Graduate
1081;0;6;6;6;13.16666667;0;0;6;6;6;12.66666667;0;11.1;0.6;2.02;Graduate
1082;0;6;9;5;13.2;0;0;6;8;5;11;0;12.4;0.5;1.79;Graduate
1084;0;7;7;7;13.42857143;0;0;7;7;7;14.85714286;0;11.1;0.6;2.02;Graduate
1085;1;6;8;6;12.71428571;1;0;6;8;6;12.625;0;13.9;-0.3;0.79;Graduate
1087;0;6;6;6;13.66666667;0;0;6;9;6;13.66666667;0;8.9;1.4;3.51;Graduate
1088;0;6;6;5;11;0;0;6;6;6;13.16666667;0;16.2;0.3;-0.92;Graduate
1091;0;5;7;4;12;0;0;5;6;5;12;0;7.6;2.6;0.32;Graduate
1093;0;6;14;5;11;0;0;6;6;6;11.66666667;0;7.6;2.6;0.32;Graduate
1095;0;7;7;7;13.30857143;0;0;8;10;8;12.55;0;12.4;0.5;1.79;Graduate
1098;0;6;10;5;12.2;0;0;6;8;4;11.25;0;9.4;-0.8;-3.12;Graduate
1099;0;6;7;6;12.66666667;0;0;6;6;6;12.83333333;0;10.8;1.4;1.74;Graduate
1100;0;8;8;8;14.07125;0;0;8;8;8;14.07125;0;9.4;-0.8;-3.12;Graduate
1105;0;6;12;2;13;0;0;6;8;5;11.6;0;7.6;2.6;0.32;Graduate
1108;0;7;8;7;12.65;0;0;8;9;8;12.44555556;0;15.5;2.8;-4.06;Graduate
1110;0;5;7;4;12.4;0;0;5;9;5;12.66666667;0;7.6;2.6;0.32;Graduate
1111;0;6;7;6;12;0;0;6;7;6;12.66666667;0;12.4;0.5;1.79;Graduate
1112;0;7;8;7;12.13571429;0;0;8;10;7;13.32857143;0;12.4;0.5;1.79;Graduate
1115;0;7;12;6;13.76666667;0;0;8;10;7;14.05142857;0;15.5;2.8;-4.06;Graduate
1116;0;8;8;8;13.11625;0;0;8;8;8;13.11625;0;9.4;-0.8;-3.12;Graduate
1118;0;7;9;6;12.7;0;0;8;8;7;13.57142857;0;13.9;-0.3;0.79;Graduate
1120;0;7;7;6;12.33333333;0;0;7;7;6;12.33333333;0;7.6;2.6;0.32;Graduate
1122;0;5;6;5;13.33333333;0;0;5;6;5;13.2;0;7.6;2.6;0.32;Graduate
1123;4;7;9;7;14.35555556;0;5;8;8;8;13.49375;0;15.5;2.8;-4.06;Graduate
1124;0;6;8;6;13;0;0;6;11;5;13;0;15.5;2.8;-4.06;Graduate
1125;0;6;6;6;12.83333333;0;0;6;6;6;13.5;0;16.2;0.3;-0.92;Graduate
1126;0;5;5;5;13.2;0;0;5;5;4;13;0;9.4;-0.8;-3.12;Graduate
1127;0;7;9;7;17.00555556;0;1;8;9;8;16.58222222;0;15.5;2.8;-4.06;Graduate
1128;0;6;8;5;10.6;0;0;6;8;5;11;0;10.8;1.4;1.74;Graduate
1129;0;5;5;5;14;0;0;5;6;5;13.6;0;12.4;0.5;1.79;Graduate
1130;0;8;8;7;12.11428571;0;0;8;8;7;12.11428571;0;12.7;3.7;-1.7;Grduate
